CODICE ISTAT,cogn,nome,a_nome,d_nasc,l_nasc,posC,desc_lis_r,img_lis_r,voti,perc,tot_vot_lis,perc_lis,IDPROVINCIAISTAT,IDREGIONE,Denominazione Regione,Denominazione dell'Unità territoriale sovracomunale (valida a fini statistici)
065069,DE LUCA,VINCENZO,,19490508000000,RUVO DEL MONTE (PZ),2,,,682,70.53,638,69.80,065,15,Campania,Salerno
065069,CALDORO,STEFANO,,19601203000000,CAMPOBASSO,7,,,227,23.47,219,23.96,065,15,Campania,Salerno
065069,CIARAMBINO,VALERIA,,19730408000000,POMIGLIANO D'ARCO,3,,,46,4.76,46,5.03,065,15,Campania,Salerno
065069,GRANATO,GIULIANO,,19850926000000,NAPOLI,6,,,6,0.62,6,0.66,065,15,Campania,Salerno
065069,SALTALAMACCHIA,LUCA,,19730813000000,NAPOLI,5,,,5,0.52,5,0.55,065,15,Campania,Salerno
065069,CIRILLO,GIUSEPPE,DETTO DR. SEDUCTION,19530103000000,SANTA MARIA CAPUA VETERE (CE),4,,,1,0.10,0,0,065,15,Campania,Salerno
065069,ANGRISANO,SERGIO,,19540718000000,NAPOLI,1,,,0,0,0,0,065,15,Campania,Salerno
065070,DE LUCA,VINCENZO,,19490508000000,RUVO DEL MONTE (PZ),2,,,586,70.26,556,69.67,065,15,Campania,Salerno
065070,CALDORO,STEFANO,,19601203000000,CAMPOBASSO,7,,,201,24.10,191,23.93,065,15,Campania,Salerno
065070,CIARAMBINO,VALERIA,,19730408000000,POMIGLIANO D'ARCO,3,,,42,5.04,44,5.51,065,15,Campania,Salerno
065070,GRANATO,GIULIANO,,19850926000000,NAPOLI,6,,,3,0.36,5,0.63,065,15,Campania,Salerno
065070,SALTALAMACCHIA,LUCA,,19730813000000,NAPOLI,5,,,2,0.24,2,0.25,065,15,Campania,Salerno
065070,ANGRISANO,SERGIO,,19540718000000,NAPOLI,1,,,0,0,0,0,065,15,Campania,Salerno
065070,CIRILLO,GIUSEPPE,DETTO DR. SEDUCTION,19530103000000,SANTA MARIA CAPUA VETERE (CE),4,,,0,0,0,0,065,15,Campania,Salerno
065071,DE LUCA,VINCENZO,,19490508000000,RUVO DEL MONTE (PZ),2,,,777,64.48,718,62.38,065,15,Campania,Salerno
065071,CALDORO,STEFANO,,19601203000000,CAMPOBASSO,7,,,315,26.14,331,28.76,065,15,Campania,Salerno
065071,CIARAMBINO,VALERIA,,19730408000000,POMIGLIANO D'ARCO,3,,,98,8.13,86,7.47,065,15,Campania,Salerno
065071,GRANATO,GIULIANO,,19850926000000,NAPOLI,6,,,7,0.58,6,0.52,065,15,Campania,Salerno
065071,SALTALAMACCHIA,LUCA,,19730813000000,NAPOLI,5,,,6,0.50,6,0.52,065,15,Campania,Salerno
065071,ANGRISANO,SERGIO,,19540718000000,NAPOLI,1,,,2,0.17,4,0.35,065,15,Campania,Salerno
065071,CIRILLO,GIUSEPPE,DETTO DR. SEDUCTION,19530103000000,SANTA MARIA CAPUA VETERE (CE),4,,,0,0,0,0,065,15,Campania,Salerno
065072,DE LUCA,VINCENZO,,19490508000000,RUVO DEL MONTE (PZ),2,,,3506,73.97,3160,72.53,065,15,Campania,Salerno
065072,CALDORO,STEFANO,,19601203000000,CAMPOBASSO,7,,,840,17.72,850,19.51,065,15,Campania,Salerno
065072,CIARAMBINO,VALERIA,,19730408000000,POMIGLIANO D'ARCO,3,,,339,7.15,310,7.11,065,15,Campania,Salerno
065072,SALTALAMACCHIA,LUCA,,19730813000000,NAPOLI,5,,,28,0.59,23,0.53,065,15,Campania,Salerno
065072,GRANATO,GIULIANO,,19850926000000,NAPOLI,6,,,23,0.49,11,0.25,065,15,Campania,Salerno
065072,ANGRISANO,SERGIO,,19540718000000,NAPOLI,1,,,4,0.08,3,0.07,065,15,Campania,Salerno
065072,CIRILLO,GIUSEPPE,DETTO DR. SEDUCTION,19530103000000,SANTA MARIA CAPUA VETERE (CE),4,,,0,0,0,0,065,15,Campania,Salerno
065073,DE LUCA,VINCENZO,,19490508000000,RUVO DEL MONTE (PZ),2,,,3896,77.01,3518,75.98,065,15,Campania,Salerno
065073,CALDORO,STEFANO,,19601203000000,CAMPOBASSO,7,,,800,15.81,778,16.80,065,15,Campania,Salerno
065073,CIARAMBINO,VALERIA,,19730408000000,POMIGLIANO D'ARCO,3,,,280,5.53,261,5.64,065,15,Campania,Salerno
065073,SALTALAMACCHIA,LUCA,,19730813000000,NAPOLI,5,,,50,0.99,47,1.02,065,15,Campania,Salerno
065073,GRANATO,GIULIANO,,19850926000000,NAPOLI,6,,,22,0.43,19,0.41,065,15,Campania,Salerno
065073,ANGRISANO,SERGIO,,19540718000000,NAPOLI,1,,,8,0.16,7,0.15,065,15,Campania,Salerno
065073,CIRILLO,GIUSEPPE,DETTO DR. SEDUCTION,19530103000000,SANTA MARIA CAPUA VETERE (CE),4,,,3,0.06,0,0,065,15,Campania,Salerno
065074,DE LUCA,VINCENZO,,19490508000000,RUVO DEL MONTE (PZ),2,,,195,77.08,191,78.28,065,15,Campania,Salerno
065074,CALDORO,STEFANO,,19601203000000,CAMPOBASSO,7,,,35,13.83,32,13.11,065,15,Campania,Salerno
065074,CIARAMBINO,VALERIA,,19730408000000,POMIGLIANO D'ARCO,3,,,19,7.51,19,7.79,065,15,Campania,Salerno
065074,GRANATO,GIULIANO,,19850926000000,NAPOLI,6,,,3,1.19,1,0.41,065,15,Campania,Salerno
065074,SALTALAMACCHIA,LUCA,,19730813000000,NAPOLI,5,,,1,0.40,1,0.41,065,15,Campania,Salerno
065074,ANGRISANO,SERGIO,,19540718000000,NAPOLI,1,,,0,0,0,0,065,15,Campania,Salerno
065074,CIRILLO,GIUSEPPE,DETTO DR. SEDUCTION,19530103000000,SANTA MARIA CAPUA VETERE (CE),4,,,0,0,0,0,065,15,Campania,Salerno
065075,DE LUCA,VINCENZO,,19490508000000,RUVO DEL MONTE (PZ),2,,,718,80.76,682,82.87,065,15,Campania,Salerno
065075,CALDORO,STEFANO,,19601203000000,CAMPOBASSO,7,,,125,14.06,111,13.49,065,15,Campania,Salerno
065075,CIARAMBINO,VALERIA,,19730408000000,POMIGLIANO D'ARCO,3,,,28,3.15,22,2.67,065,15,Campania,Salerno
065075,GRANATO,GIULIANO,,19850926000000,NAPOLI,6,,,12,1.35,6,0.73,065,15,Campania,Salerno
065075,SALTALAMACCHIA,LUCA,,19730813000000,NAPOLI,5,,,4,0.45,0,0,065,15,Campania,Salerno
065075,ANGRISANO,SERGIO,,19540718000000,NAPOLI,1,,,2,0.22,2,0.24,065,15,Campania,Salerno
065075,CIRILLO,GIUSEPPE,DETTO DR. SEDUCTION,19530103000000,SANTA MARIA CAPUA VETERE (CE),4,,,0,0,0,0,065,15,Campania,Salerno
065076,DE LUCA,VINCENZO,,19490508000000,RUVO DEL MONTE (PZ),2,,,2081,80.97,1953,81.10,065,15,Campania,Salerno
065076,CALDORO,STEFANO,,19601203000000,CAMPOBASSO,7,,,368,14.32,355,14.74,065,15,Campania,Salerno
065076,CIARAMBINO,VALERIA,,19730408000000,POMIGLIANO D'ARCO,3,,,89,3.46,86,3.57,065,15,Campania,Salerno
065076,ANGRISANO,SERGIO,,19540718000000,NAPOLI,1,,,14,0.54,0,0,065,15,Campania,Salerno
065076,GRANATO,GIULIANO,,19850926000000,NAPOLI,6,,,11,0.43,9,0.37,065,15,Campania,Salerno
065076,SALTALAMACCHIA,LUCA,,19730813000000,NAPOLI,5,,,7,0.27,5,0.21,065,15,Campania,Salerno
065076,CIRILLO,GIUSEPPE,DETTO DR. SEDUCTION,19530103000000,SANTA MARIA CAPUA VETERE (CE),4,,,0,0,0,0,065,15,Campania,Salerno
065077,DE LUCA,VINCENZO,,19490508000000,RUVO DEL MONTE (PZ),2,,,260,75.58,253,74.63,065,15,Campania,Salerno
065077,CALDORO,STEFANO,,19601203000000,CAMPOBASSO,7,,,73,21.22,75,22.12,065,15,Campania,Salerno
065077,CIARAMBINO,VALERIA,,19730408000000,POMIGLIANO D'ARCO,3,,,9,2.62,9,2.65,065,15,Campania,Salerno
065077,GRANATO,GIULIANO,,19850926000000,NAPOLI,6,,,2,0.58,2,0.59,065,15,Campania,Salerno
065077,ANGRISANO,SERGIO,,19540718000000,NAPOLI,1,,,0,0,0,0,065,15,Campania,Salerno
065077,CIRILLO,GIUSEPPE,DETTO DR. SEDUCTION,19530103000000,SANTA MARIA CAPUA VETERE (CE),4,,,0,0,0,0,065,15,Campania,Salerno
065077,SALTALAMACCHIA,LUCA,,19730813000000,NAPOLI,5,,,0,0,0,0,065,15,Campania,Salerno
065078,DE LUCA,VINCENZO,,19490508000000,RUVO DEL MONTE (PZ),2,,,14642,70.11,13114,69.56,065,15,Campania,Salerno
065078,CALDORO,STEFANO,,19601203000000,CAMPOBASSO,7,,,3224,15.44,3182,16.88,065,15,Campania,Salerno
065078,CIARAMBINO,VALERIA,,19730408000000,POMIGLIANO D'ARCO,3,,,2431,11.64,2114,11.21,065,15,Campania,Salerno
065078,GRANATO,GIULIANO,,19850926000000,NAPOLI,6,,,305,1.46,256,1.36,065,15,Campania,Salerno
065078,SALTALAMACCHIA,LUCA,,19730813000000,NAPOLI,5,,,216,1.03,178,0.94,065,15,Campania,Salerno
065078,CIRILLO,GIUSEPPE,DETTO DR. SEDUCTION,19530103000000,SANTA MARIA CAPUA VETERE (CE),4,,,51,0.24,0,0,065,15,Campania,Salerno
065078,ANGRISANO,SERGIO,,19540718000000,NAPOLI,1,,,14,0.07,9,0.05,065,15,Campania,Salerno
065079,DE LUCA,VINCENZO,,19490508000000,RUVO DEL MONTE (PZ),2,,,9032,75.54,7984,73.13,065,15,Campania,Salerno
065079,CALDORO,STEFANO,,19601203000000,CAMPOBASSO,7,,,1930,16.14,2046,18.74,065,15,Campania,Salerno
065079,CIARAMBINO,VALERIA,,19730408000000,POMIGLIANO D'ARCO,3,,,802,6.71,744,6.81,065,15,Campania,Salerno
065079,GRANATO,GIULIANO,,19850926000000,NAPOLI,6,,,106,0.89,92,0.84,065,15,Campania,Salerno
065079,SALTALAMACCHIA,LUCA,,19730813000000,NAPOLI,5,,,52,0.43,40,0.37,065,15,Campania,Salerno
065079,ANGRISANO,SERGIO,,19540718000000,NAPOLI,1,,,24,0.20,12,0.11,065,15,Campania,Salerno
065079,CIRILLO,GIUSEPPE,DETTO DR. SEDUCTION,19530103000000,SANTA MARIA CAPUA VETERE (CE),4,,,10,0.08,0,0,065,15,Campania,Salerno
065080,DE LUCA,VINCENZO,,19490508000000,RUVO DEL MONTE (PZ),2,,,1062,82.26,1001,82.45,065,15,Campania,Salerno
065080,CALDORO,STEFANO,,19601203000000,CAMPOBASSO,7,,,183,14.18,172,14.17,065,15,Campania,Salerno
065080,CIARAMBINO,VALERIA,,19730408000000,POMIGLIANO D'ARCO,3,,,38,2.94,35,2.88,065,15,Campania,Salerno
065080,GRANATO,GIULIANO,,19850926000000,NAPOLI,6,,,4,0.31,3,0.25,065,15,Campania,Salerno
065080,SALTALAMACCHIA,LUCA,,19730813000000,NAPOLI,5,,,3,0.23,3,0.25,065,15,Campania,Salerno
065080,ANGRISANO,SERGIO,,19540718000000,NAPOLI,1,,,1,0.08,0,0,065,15,Campania,Salerno
065080,CIRILLO,GIUSEPPE,DETTO DR. SEDUCTION,19530103000000,SANTA MARIA CAPUA VETERE (CE),4,,,0,0,0,0,065,15,Campania,Salerno
065081,DE LUCA,VINCENZO,,19490508000000,RUVO DEL MONTE (PZ),2,,,868,73.81,813,73.98,065,15,Campania,Salerno
065081,CALDORO,STEFANO,,19601203000000,CAMPOBASSO,7,,,179,15.22,170,15.47,065,15,Campania,Salerno
065081,CIARAMBINO,VALERIA,,19730408000000,POMIGLIANO D'ARCO,3,,,90,7.65,77,7.01,065,15,Campania,Salerno
065081,SALTALAMACCHIA,LUCA,,19730813000000,NAPOLI,5,,,28,2.38,28,2.55,065,15,Campania,Salerno
065081,GRANATO,GIULIANO,,19850926000000,NAPOLI,6,,,11,0.94,11,1.00,065,15,Campania,Salerno
065081,ANGRISANO,SERGIO,,19540718000000,NAPOLI,1,,,0,0,0,0,065,15,Campania,Salerno
065081,CIRILLO,GIUSEPPE,DETTO DR. SEDUCTION,19530103000000,SANTA MARIA CAPUA VETERE (CE),4,,,0,0,0,0,065,15,Campania,Salerno
065082,DE LUCA,VINCENZO,,19490508000000,RUVO DEL MONTE (PZ),2,,,2200,73.38,1923,70.39,065,15,Campania,Salerno
065082,CALDORO,STEFANO,,19601203000000,CAMPOBASSO,7,,,616,20.55,597,21.85,065,15,Campania,Salerno
065082,CIARAMBINO,VALERIA,,19730408000000,POMIGLIANO D'ARCO,3,,,131,4.37,140,5.12,065,15,Campania,Salerno
065082,SALTALAMACCHIA,LUCA,,19730813000000,NAPOLI,5,,,28,0.93,37,1.35,065,15,Campania,Salerno
065082,GRANATO,GIULIANO,,19850926000000,NAPOLI,6,,,17,0.57,18,0.66,065,15,Campania,Salerno
065082,ANGRISANO,SERGIO,,19540718000000,NAPOLI,1,,,5,0.17,17,0.62,065,15,Campania,Salerno
065082,CIRILLO,GIUSEPPE,DETTO DR. SEDUCTION,19530103000000,SANTA MARIA CAPUA VETERE (CE),4,,,1,0.03,0,0,065,15,Campania,Salerno
065083,DE LUCA,VINCENZO,,19490508000000,RUVO DEL MONTE (PZ),2,,,1361,68.98,1195,67.06,065,15,Campania,Salerno
065083,CALDORO,STEFANO,,19601203000000,CAMPOBASSO,7,,,509,25.80,508,28.51,065,15,Campania,Salerno
065083,CIARAMBINO,VALERIA,,19730408000000,POMIGLIANO D'ARCO,3,,,88,4.46,72,4.04,065,15,Campania,Salerno
065083,GRANATO,GIULIANO,,19850926000000,NAPOLI,6,,,12,0.61,7,0.39,065,15,Campania,Salerno
065083,SALTALAMACCHIA,LUCA,,19730813000000,NAPOLI,5,,,2,0.10,0,0,065,15,Campania,Salerno
065083,CIRILLO,GIUSEPPE,DETTO DR. SEDUCTION,19530103000000,SANTA MARIA CAPUA VETERE (CE),4,,,1,0.05,0,0,065,15,Campania,Salerno
065083,ANGRISANO,SERGIO,,19540718000000,NAPOLI,1,,,0,0,0,0,065,15,Campania,Salerno
065084,DE LUCA,VINCENZO,,19490508000000,RUVO DEL MONTE (PZ),2,,,481,68.13,445,66.12,065,15,Campania,Salerno
065084,CALDORO,STEFANO,,19601203000000,CAMPOBASSO,7,,,175,24.79,180,26.75,065,15,Campania,Salerno
065084,CIARAMBINO,VALERIA,,19730408000000,POMIGLIANO D'ARCO,3,,,48,6.80,46,6.84,065,15,Campania,Salerno
065084,GRANATO,GIULIANO,,19850926000000,NAPOLI,6,,,2,0.28,2,0.30,065,15,Campania,Salerno
065084,ANGRISANO,SERGIO,,19540718000000,NAPOLI,1,,,0,0,0,0,065,15,Campania,Salerno
065084,CIRILLO,GIUSEPPE,DETTO DR. SEDUCTION,19530103000000,SANTA MARIA CAPUA VETERE (CE),4,,,0,0,0,0,065,15,Campania,Salerno
065084,SALTALAMACCHIA,LUCA,,19730813000000,NAPOLI,5,,,0,0,0,0,065,15,Campania,Salerno
065085,DE LUCA,VINCENZO,,19490508000000,RUVO DEL MONTE (PZ),2,,,308,66.38,284,65.44,065,15,Campania,Salerno
065085,CALDORO,STEFANO,,19601203000000,CAMPOBASSO,7,,,102,21.98,101,23.27,065,15,Campania,Salerno
065085,CIARAMBINO,VALERIA,,19730408000000,POMIGLIANO D'ARCO,3,,,52,11.21,48,11.06,065,15,Campania,Salerno
065085,SALTALAMACCHIA,LUCA,,19730813000000,NAPOLI,5,,,1,0.22,0,0,065,15,Campania,Salerno
065085,GRANATO,GIULIANO,,19850926000000,NAPOLI,6,,,1,0.22,1,0.23,065,15,Campania,Salerno
065085,ANGRISANO,SERGIO,,19540718000000,NAPOLI,1,,,0,0,0,0,065,15,Campania,Salerno
065085,CIRILLO,GIUSEPPE,DETTO DR. SEDUCTION,19530103000000,SANTA MARIA CAPUA VETERE (CE),4,,,0,0,0,0,065,15,Campania,Salerno
065086,DE LUCA,VINCENZO,,19490508000000,RUVO DEL MONTE (PZ),2,,,272,75.77,262,75.07,065,15,Campania,Salerno
065086,CALDORO,STEFANO,,19601203000000,CAMPOBASSO,7,,,70,19.50,74,21.20,065,15,Campania,Salerno
065086,CIARAMBINO,VALERIA,,19730408000000,POMIGLIANO D'ARCO,3,,,11,3.06,9,2.58,065,15,Campania,Salerno
065086,GRANATO,GIULIANO,,19850926000000,NAPOLI,6,,,3,0.84,2,0.57,065,15,Campania,Salerno
065086,SALTALAMACCHIA,LUCA,,19730813000000,NAPOLI,5,,,2,0.56,1,0.29,065,15,Campania,Salerno
065086,ANGRISANO,SERGIO,,19540718000000,NAPOLI,1,,,1,0.28,1,0.29,065,15,Campania,Salerno
065086,CIRILLO,GIUSEPPE,DETTO DR. SEDUCTION,19530103000000,SANTA MARIA CAPUA VETERE (CE),4,,,0,0,0,0,065,15,Campania,Salerno
065087,DE LUCA,VINCENZO,,19490508000000,RUVO DEL MONTE (PZ),2,,,1887,78.89,1822,79.29,065,15,Campania,Salerno
065087,CALDORO,STEFANO,,19601203000000,CAMPOBASSO,7,,,418,17.47,399,17.36,065,15,Campania,Salerno
065087,CIARAMBINO,VALERIA,,19730408000000,POMIGLIANO D'ARCO,3,,,72,3.01,67,2.92,065,15,Campania,Salerno
065087,GRANATO,GIULIANO,,19850926000000,NAPOLI,6,,,11,0.46,7,0.30,065,15,Campania,Salerno
065087,ANGRISANO,SERGIO,,19540718000000,NAPOLI,1,,,2,0.08,2,0.09,065,15,Campania,Salerno
065087,CIRILLO,GIUSEPPE,DETTO DR. SEDUCTION,19530103000000,SANTA MARIA CAPUA VETERE (CE),4,,,1,0.04,0,0,065,15,Campania,Salerno
065087,SALTALAMACCHIA,LUCA,,19730813000000,NAPOLI,5,,,1,0.04,1,0.04,065,15,Campania,Salerno
065088,DE LUCA,VINCENZO,,19490508000000,RUVO DEL MONTE (PZ),2,,,13519,72.16,10859,68.33,065,15,Campania,Salerno
065088,CALDORO,STEFANO,,19601203000000,CAMPOBASSO,7,,,4017,21.44,4081,25.68,065,15,Campania,Salerno
065088,CIARAMBINO,VALERIA,,19730408000000,POMIGLIANO D'ARCO,3,,,939,5.01,752,4.73,065,15,Campania,Salerno
065088,SALTALAMACCHIA,LUCA,,19730813000000,NAPOLI,5,,,163,0.87,126,0.79,065,15,Campania,Salerno
065088,GRANATO,GIULIANO,,19850926000000,NAPOLI,6,,,79,0.42,65,0.41,065,15,Campania,Salerno
065088,ANGRISANO,SERGIO,,19540718000000,NAPOLI,1,,,13,0.07,8,0.05,065,15,Campania,Salerno
065088,CIRILLO,GIUSEPPE,DETTO DR. SEDUCTION,19530103000000,SANTA MARIA CAPUA VETERE (CE),4,,,6,0.03,0,0,065,15,Campania,Salerno
065089,DE LUCA,VINCENZO,,19490508000000,RUVO DEL MONTE (PZ),2,,,1381,71.70,1378,73.73,065,15,Campania,Salerno
065089,CALDORO,STEFANO,,19601203000000,CAMPOBASSO,7,,,434,22.53,403,21.56,065,15,Campania,Salerno
065089,CIARAMBINO,VALERIA,,19730408000000,POMIGLIANO D'ARCO,3,,,94,4.88,79,4.23,065,15,Campania,Salerno
065089,GRANATO,GIULIANO,,19850926000000,NAPOLI,6,,,9,0.47,5,0.27,065,15,Campania,Salerno
065089,ANGRISANO,SERGIO,,19540718000000,NAPOLI,1,,,5,0.26,3,0.16,065,15,Campania,Salerno
065089,SALTALAMACCHIA,LUCA,,19730813000000,NAPOLI,5,,,2,0.10,1,0.05,065,15,Campania,Salerno
065089,CIRILLO,GIUSEPPE,DETTO DR. SEDUCTION,19530103000000,SANTA MARIA CAPUA VETERE (CE),4,,,1,0.05,0,0,065,15,Campania,Salerno
065090,DE LUCA,VINCENZO,,19490508000000,RUVO DEL MONTE (PZ),2,,,4346,77.45,3817,76.48,065,15,Campania,Salerno
065090,CALDORO,STEFANO,,19601203000000,CAMPOBASSO,7,,,776,13.83,727,14.57,065,15,Campania,Salerno
065090,CIARAMBINO,VALERIA,,19730408000000,POMIGLIANO D'ARCO,3,,,341,6.08,310,6.21,065,15,Campania,Salerno
065090,SALTALAMACCHIA,LUCA,,19730813000000,NAPOLI,5,,,100,1.78,99,1.98,065,15,Campania,Salerno
065090,GRANATO,GIULIANO,,19850926000000,NAPOLI,6,,,39,0.70,30,0.60,065,15,Campania,Salerno
065090,ANGRISANO,SERGIO,,19540718000000,NAPOLI,1,,,7,0.12,8,0.16,065,15,Campania,Salerno
065090,CIRILLO,GIUSEPPE,DETTO DR. SEDUCTION,19530103000000,SANTA MARIA CAPUA VETERE (CE),4,,,2,0.04,0,0,065,15,Campania,Salerno
065091,DE LUCA,VINCENZO,,19490508000000,RUVO DEL MONTE (PZ),2,,,562,68.87,508,65.46,065,15,Campania,Salerno
065091,CALDORO,STEFANO,,19601203000000,CAMPOBASSO,7,,,205,25.12,220,28.35,065,15,Campania,Salerno
065091,CIARAMBINO,VALERIA,,19730408000000,POMIGLIANO D'ARCO,3,,,34,4.17,34,4.38,065,15,Campania,Salerno
065091,GRANATO,GIULIANO,,19850926000000,NAPOLI,6,,,10,1.23,9,1.16,065,15,Campania,Salerno
065091,SALTALAMACCHIA,LUCA,,19730813000000,NAPOLI,5,,,3,0.37,3,0.39,065,15,Campania,Salerno
065091,ANGRISANO,SERGIO,,19540718000000,NAPOLI,1,,,2,0.25,2,0.26,065,15,Campania,Salerno
065091,CIRILLO,GIUSEPPE,DETTO DR. SEDUCTION,19530103000000,SANTA MARIA CAPUA VETERE (CE),4,,,0,0,0,0,065,15,Campania,Salerno
065092,DE LUCA,VINCENZO,,19490508000000,RUVO DEL MONTE (PZ),2,,,390,78.63,385,80.38,065,15,Campania,Salerno
065092,CALDORO,STEFANO,,19601203000000,CAMPOBASSO,7,,,69,13.91,59,12.32,065,15,Campania,Salerno
065092,CIARAMBINO,VALERIA,,19730408000000,POMIGLIANO D'ARCO,3,,,30,6.05,28,5.85,065,15,Campania,Salerno
065092,GRANATO,GIULIANO,,19850926000000,NAPOLI,6,,,7,1.41,7,1.46,065,15,Campania,Salerno
065092,ANGRISANO,SERGIO,,19540718000000,NAPOLI,1,,,0,0,0,0,065,15,Campania,Salerno
065092,CIRILLO,GIUSEPPE,DETTO DR. SEDUCTION,19530103000000,SANTA MARIA CAPUA VETERE (CE),4,,,0,0,0,0,065,15,Campania,Salerno
065092,SALTALAMACCHIA,LUCA,,19730813000000,NAPOLI,5,,,0,0,0,0,065,15,Campania,Salerno
065093,DE LUCA,VINCENZO,,19490508000000,RUVO DEL MONTE (PZ),2,,,367,84.95,321,83.38,065,15,Campania,Salerno
065093,CALDORO,STEFANO,,19601203000000,CAMPOBASSO,7,,,25,5.79,24,6.23,065,15,Campania,Salerno
065093,ANGRISANO,SERGIO,,19540718000000,NAPOLI,1,,,21,4.86,21,5.45,065,15,Campania,Salerno
065093,CIARAMBINO,VALERIA,,19730408000000,POMIGLIANO D'ARCO,3,,,18,4.17,18,4.68,065,15,Campania,Salerno
065093,SALTALAMACCHIA,LUCA,,19730813000000,NAPOLI,5,,,1,0.23,1,0.26,065,15,Campania,Salerno
065093,CIRILLO,GIUSEPPE,DETTO DR. SEDUCTION,19530103000000,SANTA MARIA CAPUA VETERE (CE),4,,,0,0,0,0,065,15,Campania,Salerno
065093,GRANATO,GIULIANO,,19850926000000,NAPOLI,6,,,0,0,0,0,065,15,Campania,Salerno
065094,DE LUCA,VINCENZO,,19490508000000,RUVO DEL MONTE (PZ),2,,,457,75.29,442,75.56,065,15,Campania,Salerno
065094,CALDORO,STEFANO,,19601203000000,CAMPOBASSO,7,,,99,16.31,98,16.75,065,15,Campania,Salerno
065094,CIARAMBINO,VALERIA,,19730408000000,POMIGLIANO D'ARCO,3,,,40,6.59,35,5.98,065,15,Campania,Salerno
065094,ANGRISANO,SERGIO,,19540718000000,NAPOLI,1,,,7,1.15,7,1.20,065,15,Campania,Salerno
065094,GRANATO,GIULIANO,,19850926000000,NAPOLI,6,,,2,0.33,2,0.34,065,15,Campania,Salerno
065094,CIRILLO,GIUSEPPE,DETTO DR. SEDUCTION,19530103000000,SANTA MARIA CAPUA VETERE (CE),4,,,1,0.16,0,0,065,15,Campania,Salerno
065094,SALTALAMACCHIA,LUCA,,19730813000000,NAPOLI,5,,,1,0.16,1,0.17,065,15,Campania,Salerno
065095,DE LUCA,VINCENZO,,19490508000000,RUVO DEL MONTE (PZ),2,,,528,78.81,533,80.15,065,15,Campania,Salerno
065095,CALDORO,STEFANO,,19601203000000,CAMPOBASSO,7,,,99,14.78,90,13.53,065,15,Campania,Salerno
065095,CIARAMBINO,VALERIA,,19730408000000,POMIGLIANO D'ARCO,3,,,41,6.12,41,6.17,065,15,Campania,Salerno
065095,SALTALAMACCHIA,LUCA,,19730813000000,NAPOLI,5,,,1,0.15,0,0,065,15,Campania,Salerno
065095,GRANATO,GIULIANO,,19850926000000,NAPOLI,6,,,1,0.15,1,0.15,065,15,Campania,Salerno
065095,ANGRISANO,SERGIO,,19540718000000,NAPOLI,1,,,0,0,0,0,065,15,Campania,Salerno
065095,CIRILLO,GIUSEPPE,DETTO DR. SEDUCTION,19530103000000,SANTA MARIA CAPUA VETERE (CE),4,,,0,0,0,0,065,15,Campania,Salerno
065096,DE LUCA,VINCENZO,,19490508000000,RUVO DEL MONTE (PZ),2,,,764,69.64,673,68.39,065,15,Campania,Salerno
065096,CALDORO,STEFANO,,19601203000000,CAMPOBASSO,7,,,241,21.97,241,24.49,065,15,Campania,Salerno
065096,CIARAMBINO,VALERIA,,19730408000000,POMIGLIANO D'ARCO,3,,,72,6.56,55,5.59,065,15,Campania,Salerno
065096,SALTALAMACCHIA,LUCA,,19730813000000,NAPOLI,5,,,11,1.00,9,0.91,065,15,Campania,Salerno
065096,GRANATO,GIULIANO,,19850926000000,NAPOLI,6,,,9,0.82,6,0.61,065,15,Campania,Salerno
065096,ANGRISANO,SERGIO,,19540718000000,NAPOLI,1,,,0,0,0,0,065,15,Campania,Salerno
065096,CIRILLO,GIUSEPPE,DETTO DR. SEDUCTION,19530103000000,SANTA MARIA CAPUA VETERE (CE),4,,,0,0,0,0,065,15,Campania,Salerno
065097,DE LUCA,VINCENZO,,19490508000000,RUVO DEL MONTE (PZ),2,,,2240,76.56,2156,76.32,065,15,Campania,Salerno
065097,CALDORO,STEFANO,,19601203000000,CAMPOBASSO,7,,,463,15.82,449,15.89,065,15,Campania,Salerno
065097,ANGRISANO,SERGIO,,19540718000000,NAPOLI,1,,,133,4.55,133,4.71,065,15,Campania,Salerno
065097,CIARAMBINO,VALERIA,,19730408000000,POMIGLIANO D'ARCO,3,,,67,2.29,66,2.34,065,15,Campania,Salerno
065097,GRANATO,GIULIANO,,19850926000000,NAPOLI,6,,,17,0.58,16,0.57,065,15,Campania,Salerno
065097,SALTALAMACCHIA,LUCA,,19730813000000,NAPOLI,5,,,6,0.21,5,0.18,065,15,Campania,Salerno
065097,CIRILLO,GIUSEPPE,DETTO DR. SEDUCTION,19530103000000,SANTA MARIA CAPUA VETERE (CE),4,,,0,0,0,0,065,15,Campania,Salerno
065098,DE LUCA,VINCENZO,,19490508000000,RUVO DEL MONTE (PZ),2,,,588,64.19,543,64.18,065,15,Campania,Salerno
065098,CALDORO,STEFANO,,19601203000000,CAMPOBASSO,7,,,197,21.51,188,22.22,065,15,Campania,Salerno
065098,CIARAMBINO,VALERIA,,19730408000000,POMIGLIANO D'ARCO,3,,,115,12.55,101,11.94,065,15,Campania,Salerno
065098,GRANATO,GIULIANO,,19850926000000,NAPOLI,6,,,9,0.98,8,0.95,065,15,Campania,Salerno
065098,SALTALAMACCHIA,LUCA,,19730813000000,NAPOLI,5,,,7,0.76,6,0.71,065,15,Campania,Salerno
