CODICE ISTAT,COMUNE,ln,posC,desc_lis_c,voti
041067,Urbino,13,7,FORZA ITALIA - BERLUSCONI - CIVICI PER LE MARCHE,995
041067,Urbino,14,7,LEGA SALVINI MARCHE,1289
041067,Urbino,16,7,MOVIMENTO PER LE MARCHE,103
041067,Urbino,15,7,CIVITAS CIVICI,36
041067,Urbino,12,7,POPOLARI MARCHE - UNIONE DI CENTRO,69
041067,Urbino,2,2,MOVIMENTO 3V LIBERTA' DI SCELTA,28
041006,Borgo Pace,10,5,DIPENDE DA NOI,0
041006,Borgo Pace,,,,0
041006,Borgo Pace,11,6,COMUNISTA!,6
041006,Borgo Pace,9,4,MOVIMENTO 5 STELLE,8
041006,Borgo Pace,4,3,ITALIA VIVA,2
041006,Borgo Pace,3,3,PARTITO DEMOCRATICO,68
041006,Borgo Pace,6,3,LE NOSTRE MARCHE e IL CENTRO,16
041006,Borgo Pace,5,3,MARCHE CORAGGIOSE,1
041006,Borgo Pace,8,3,MANGIALARDI PRESIDENTE,4
041006,Borgo Pace,7,3,RINASCI MARCHE,17
041006,Borgo Pace,1,1,VOX ITALIA MARCHE,0
041006,Borgo Pace,17,7,GIORGIA MELONI per ACQUAROLI - FRATELLI D'ITALIA,41
041006,Borgo Pace,13,7,FORZA ITALIA - BERLUSCONI - CIVICI PER LE MARCHE,11
041006,Borgo Pace,14,7,LEGA SALVINI MARCHE,82
041006,Borgo Pace,16,7,MOVIMENTO PER LE MARCHE,0
041006,Borgo Pace,15,7,CIVITAS CIVICI,9
041006,Borgo Pace,12,7,POPOLARI MARCHE - UNIONE DI CENTRO,3
041006,Borgo Pace,2,2,MOVIMENTO 3V LIBERTA' DI SCELTA,0
041068,Vallefoglia,10,5,DIPENDE DA NOI,40
041068,Vallefoglia,,,,5
041068,Vallefoglia,11,6,COMUNISTA!,54
041068,Vallefoglia,9,4,MOVIMENTO 5 STELLE,629
041068,Vallefoglia,4,3,ITALIA VIVA,50
041068,Vallefoglia,3,3,PARTITO DEMOCRATICO,1838
041068,Vallefoglia,6,3,LE NOSTRE MARCHE e IL CENTRO,42
041068,Vallefoglia,5,3,MARCHE CORAGGIOSE,127
041068,Vallefoglia,8,3,MANGIALARDI PRESIDENTE,36
041068,Vallefoglia,7,3,RINASCI MARCHE,90
041068,Vallefoglia,1,1,VOX ITALIA MARCHE,19
041068,Vallefoglia,17,7,GIORGIA MELONI per ACQUAROLI - FRATELLI D'ITALIA,840
041068,Vallefoglia,13,7,FORZA ITALIA - BERLUSCONI - CIVICI PER LE MARCHE,284
041068,Vallefoglia,14,7,LEGA SALVINI MARCHE,1436
041068,Vallefoglia,16,7,MOVIMENTO PER LE MARCHE,25
041068,Vallefoglia,15,7,CIVITAS CIVICI,28
041068,Vallefoglia,12,7,POPOLARI MARCHE - UNIONE DI CENTRO,28
041068,Vallefoglia,2,2,MOVIMENTO 3V LIBERTA' DI SCELTA,66
041069,Colli al Metauro,10,5,DIPENDE DA NOI,53
041069,Colli al Metauro,,,,2
041069,Colli al Metauro,11,6,COMUNISTA!,42
041069,Colli al Metauro,9,4,MOVIMENTO 5 STELLE,409
041069,Colli al Metauro,4,3,ITALIA VIVA,236
041069,Colli al Metauro,3,3,PARTITO DEMOCRATICO,839
041069,Colli al Metauro,6,3,LE NOSTRE MARCHE e IL CENTRO,43
041069,Colli al Metauro,5,3,MARCHE CORAGGIOSE,39
041069,Colli al Metauro,8,3,MANGIALARDI PRESIDENTE,52
041069,Colli al Metauro,7,3,RINASCI MARCHE,124
041069,Colli al Metauro,1,1,VOX ITALIA MARCHE,34
041069,Colli al Metauro,17,7,GIORGIA MELONI per ACQUAROLI - FRATELLI D'ITALIA,675
041069,Colli al Metauro,13,7,FORZA ITALIA - BERLUSCONI - CIVICI PER LE MARCHE,797
041069,Colli al Metauro,14,7,LEGA SALVINI MARCHE,1534
041069,Colli al Metauro,16,7,MOVIMENTO PER LE MARCHE,19
041069,Colli al Metauro,15,7,CIVITAS CIVICI,100
041069,Colli al Metauro,12,7,POPOLARI MARCHE - UNIONE DI CENTRO,82
041069,Colli al Metauro,2,2,MOVIMENTO 3V LIBERTA' DI SCELTA,27
041070,Terre Roveresche,10,5,DIPENDE DA NOI,21
041070,Terre Roveresche,,,,2
041070,Terre Roveresche,11,6,COMUNISTA!,21
041070,Terre Roveresche,9,4,MOVIMENTO 5 STELLE,124
041070,Terre Roveresche,4,3,ITALIA VIVA,460
041070,Terre Roveresche,3,3,PARTITO DEMOCRATICO,300
041070,Terre Roveresche,6,3,LE NOSTRE MARCHE e IL CENTRO,40
041070,Terre Roveresche,5,3,MARCHE CORAGGIOSE,18
041070,Terre Roveresche,8,3,MANGIALARDI PRESIDENTE,65
041070,Terre Roveresche,7,3,RINASCI MARCHE,70
041070,Terre Roveresche,1,1,VOX ITALIA MARCHE,10
041070,Terre Roveresche,17,7,GIORGIA MELONI per ACQUAROLI - FRATELLI D'ITALIA,343
041070,Terre Roveresche,13,7,FORZA ITALIA - BERLUSCONI - CIVICI PER LE MARCHE,131
041070,Terre Roveresche,14,7,LEGA SALVINI MARCHE,583
041070,Terre Roveresche,16,7,MOVIMENTO PER LE MARCHE,7
041070,Terre Roveresche,15,7,CIVITAS CIVICI,17
041070,Terre Roveresche,12,7,POPOLARI MARCHE - UNIONE DI CENTRO,24
041070,Terre Roveresche,2,2,MOVIMENTO 3V LIBERTA' DI SCELTA,8
041071,Sassocorvaro Auditore,10,5,DIPENDE DA NOI,6
041071,Sassocorvaro Auditore,,,,2
041071,Sassocorvaro Auditore,11,6,COMUNISTA!,32
041071,Sassocorvaro Auditore,9,4,MOVIMENTO 5 STELLE,213
041071,Sassocorvaro Auditore,4,3,ITALIA VIVA,51
041071,Sassocorvaro Auditore,3,3,PARTITO DEMOCRATICO,514
041071,Sassocorvaro Auditore,6,3,LE NOSTRE MARCHE e IL CENTRO,64
041071,Sassocorvaro Auditore,5,3,MARCHE CORAGGIOSE,14
041071,Sassocorvaro Auditore,8,3,MANGIALARDI PRESIDENTE,23
041071,Sassocorvaro Auditore,7,3,RINASCI MARCHE,41
041071,Sassocorvaro Auditore,1,1,VOX ITALIA MARCHE,10
041071,Sassocorvaro Auditore,17,7,GIORGIA MELONI per ACQUAROLI - FRATELLI D'ITALIA,386
041071,Sassocorvaro Auditore,13,7,FORZA ITALIA - BERLUSCONI - CIVICI PER LE MARCHE,148
041071,Sassocorvaro Auditore,14,7,LEGA SALVINI MARCHE,634
041071,Sassocorvaro Auditore,16,7,MOVIMENTO PER LE MARCHE,24
041071,Sassocorvaro Auditore,15,7,CIVITAS CIVICI,17
041071,Sassocorvaro Auditore,12,7,POPOLARI MARCHE - UNIONE DI CENTRO,42
041071,Sassocorvaro Auditore,2,2,MOVIMENTO 3V LIBERTA' DI SCELTA,7
042001,Agugliano,1,1,VOX ITALIA MARCHE,4
042001,Agugliano,2,2,MOVIMENTO 3V LIBERTA' DI SCELTA,9
042001,Agugliano,3,3,PARTITO DEMOCRATICO,561
042001,Agugliano,4,3,ITALIA VIVA,52
042001,Agugliano,5,3,MARCHE CORAGGIOSE,28
042001,Agugliano,6,3,LE NOSTRE MARCHE e IL CENTRO,61
042001,Agugliano,7,3,RINASCI MARCHE,56
042001,Agugliano,8,3,MANGIALARDI PRESIDENTE,53
042001,Agugliano,9,4,MOVIMENTO 5 STELLE,167
042001,Agugliano,10,5,DIPENDE DA NOI,38
042001,Agugliano,11,6,COMUNISTA!,22
042001,Agugliano,12,7,POPOLARI MARCHE - UNIONE DI CENTRO,49
042001,Agugliano,13,7,FORZA ITALIA - BERLUSCONI - CIVICI PER LE MARCHE,63
042001,Agugliano,14,7,LEGA SALVINI MARCHE,374
042001,Agugliano,15,7,CIVITAS CIVICI,19
042001,Agugliano,16,7,MOVIMENTO PER LE MARCHE,2
042001,Agugliano,17,7,GIORGIA MELONI per ACQUAROLI - FRATELLI D'ITALIA,335
042002,Ancona,1,1,VOX ITALIA MARCHE,189
042002,Ancona,2,2,MOVIMENTO 3V LIBERTA' DI SCELTA,146
042002,Ancona,3,3,PARTITO DEMOCRATICO,12498
042002,Ancona,4,3,ITALIA VIVA,839
042002,Ancona,5,3,MARCHE CORAGGIOSE,835
042002,Ancona,6,3,LE NOSTRE MARCHE e IL CENTRO,948
042002,Ancona,7,3,RINASCI MARCHE,1385
042002,Ancona,8,3,MANGIALARDI PRESIDENTE,1138
042002,Ancona,9,4,MOVIMENTO 5 STELLE,2818
042002,Ancona,10,5,DIPENDE DA NOI,963
042002,Ancona,11,6,COMUNISTA!,555
042002,Ancona,12,7,POPOLARI MARCHE - UNIONE DI CENTRO,488
042002,Ancona,13,7,FORZA ITALIA - BERLUSCONI - CIVICI PER LE MARCHE,1425
042002,Ancona,14,7,LEGA SALVINI MARCHE,5914
042002,Ancona,15,7,CIVITAS CIVICI,230
042002,Ancona,16,7,MOVIMENTO PER LE MARCHE,144
042002,Ancona,17,7,GIORGIA MELONI per ACQUAROLI - FRATELLI D'ITALIA,7284
042003,Arcevia,1,1,VOX ITALIA MARCHE,9
042003,Arcevia,2,2,MOVIMENTO 3V LIBERTA' DI SCELTA,13
042003,Arcevia,3,3,PARTITO DEMOCRATICO,612
042003,Arcevia,4,3,ITALIA VIVA,17
042003,Arcevia,5,3,MARCHE CORAGGIOSE,41
042003,Arcevia,6,3,LE NOSTRE MARCHE e IL CENTRO,52
042003,Arcevia,7,3,RINASCI MARCHE,33
042003,Arcevia,8,3,MANGIALARDI PRESIDENTE,39
042003,Arcevia,9,4,MOVIMENTO 5 STELLE,120
042003,Arcevia,10,5,DIPENDE DA NOI,32
042003,Arcevia,11,6,COMUNISTA!,40
042003,Arcevia,12,7,POPOLARI MARCHE - UNIONE DI CENTRO,22
042003,Arcevia,13,7,FORZA ITALIA - BERLUSCONI - CIVICI PER LE MARCHE,48
042003,Arcevia,14,7,LEGA SALVINI MARCHE,527
042003,Arcevia,15,7,CIVITAS CIVICI,23
042003,Arcevia,16,7,MOVIMENTO PER LE MARCHE,6
042003,Arcevia,17,7,GIORGIA MELONI per ACQUAROLI - FRATELLI D'ITALIA,203
042004,Barbara,1,1,VOX ITALIA MARCHE,4
042004,Barbara,2,2,MOVIMENTO 3V LIBERTA' DI SCELTA,4
042004,Barbara,3,3,PARTITO DEMOCRATICO,160
042004,Barbara,4,3,ITALIA VIVA,6
042004,Barbara,5,3,MARCHE CORAGGIOSE,5
042004,Barbara,6,3,LE NOSTRE MARCHE e IL CENTRO,34
042004,Barbara,7,3,RINASCI MARCHE,13
042004,Barbara,8,3,MANGIALARDI PRESIDENTE,22
042004,Barbara,9,4,MOVIMENTO 5 STELLE,28
042004,Barbara,10,5,DIPENDE DA NOI,11
042004,Barbara,11,6,COMUNISTA!,7
042004,Barbara,12,7,POPOLARI MARCHE - UNIONE DI CENTRO,6
042004,Barbara,13,7,FORZA ITALIA - BERLUSCONI - CIVICI PER LE MARCHE,17
042004,Barbara,14,7,LEGA SALVINI MARCHE,112
042004,Barbara,15,7,CIVITAS CIVICI,7
042004,Barbara,16,7,MOVIMENTO PER LE MARCHE,2
042004,Barbara,17,7,GIORGIA MELONI per ACQUAROLI - FRATELLI D'ITALIA,92
042005,Belvedere Ostrense,1,1,VOX ITALIA MARCHE,3
042005,Belvedere Ostrense,2,2,MOVIMENTO 3V LIBERTA' DI SCELTA,2
042005,Belvedere Ostrense,3,3,PARTITO DEMOCRATICO,223
042005,Belvedere Ostrense,4,3,ITALIA VIVA,6
042005,Belvedere Ostrense,5,3,MARCHE CORAGGIOSE,5
042005,Belvedere Ostrense,6,3,LE NOSTRE MARCHE e IL CENTRO,19
042005,Belvedere Ostrense,7,3,RINASCI MARCHE,34
042005,Belvedere Ostrense,8,3,MANGIALARDI PRESIDENTE,44
042005,Belvedere Ostrense,9,4,MOVIMENTO 5 STELLE,33
042005,Belvedere Ostrense,10,5,DIPENDE DA NOI,8
042005,Belvedere Ostrense,11,6,COMUNISTA!,9
042005,Belvedere Ostrense,12,7,POPOLARI MARCHE - UNIONE DI CENTRO,39
042005,Belvedere Ostrense,13,7,FORZA ITALIA - BERLUSCONI - CIVICI PER LE MARCHE,33
042005,Belvedere Ostrense,14,7,LEGA SALVINI MARCHE,158
042005,Belvedere Ostrense,15,7,CIVITAS CIVICI,15
042005,Belvedere Ostrense,16,7,MOVIMENTO PER LE MARCHE,1
042005,Belvedere Ostrense,17,7,GIORGIA MELONI per ACQUAROLI - FRATELLI D'ITALIA,177
042006,Camerano,1,1,VOX ITALIA MARCHE,20
042006,Camerano,2,2,MOVIMENTO 3V LIBERTA' DI SCELTA,18
042006,Camerano,3,3,PARTITO DEMOCRATICO,784
042006,Camerano,4,3,ITALIA VIVA,65
042006,Camerano,5,3,MARCHE CORAGGIOSE,29
042006,Camerano,6,3,LE NOSTRE MARCHE e IL CENTRO,34
042006,Camerano,7,3,RINASCI MARCHE,89
042006,Camerano,8,3,MANGIALARDI PRESIDENTE,56
042006,Camerano,9,4,MOVIMENTO 5 STELLE,293
042006,Camerano,10,5,DIPENDE DA NOI,38
042006,Camerano,11,6,COMUNISTA!,40
042006,Camerano,12,7,POPOLARI MARCHE - UNIONE DI CENTRO,74
042006,Camerano,13,7,FORZA ITALIA - BERLUSCONI - CIVICI PER LE MARCHE,111
042006,Camerano,14,7,LEGA SALVINI MARCHE,502
042006,Camerano,15,7,CIVITAS CIVICI,18
042006,Camerano,16,7,MOVIMENTO PER LE MARCHE,5
042006,Camerano,17,7,GIORGIA MELONI per ACQUAROLI - FRATELLI D'ITALIA,790
041007,Cagli,10,5,DIPENDE DA NOI,54
041007,Cagli,,,,4
041007,Cagli,11,6,COMUNISTA!,52
041007,Cagli,9,4,MOVIMENTO 5 STELLE,276
041007,Cagli,4,3,ITALIA VIVA,121
041007,Cagli,3,3,PARTITO DEMOCRATICO,681
041007,Cagli,6,3,LE NOSTRE MARCHE e IL CENTRO,39
041007,Cagli,5,3,MARCHE CORAGGIOSE,48
041007,Cagli,8,3,MANGIALARDI PRESIDENTE,393
041007,Cagli,7,3,RINASCI MARCHE,147
041007,Cagli,1,1,VOX ITALIA MARCHE,16
041007,Cagli,17,7,GIORGIA MELONI per ACQUAROLI - FRATELLI D'ITALIA,647
041007,Cagli,13,7,FORZA ITALIA - BERLUSCONI - CIVICI PER LE MARCHE,149
041007,Cagli,14,7,LEGA SALVINI MARCHE,736
041007,Cagli,16,7,MOVIMENTO PER LE MARCHE,28
041007,Cagli,15,7,CIVITAS CIVICI,51
041007,Cagli,12,7,POPOLARI MARCHE - UNIONE DI CENTRO,304
041007,Cagli,2,2,MOVIMENTO 3V LIBERTA' DI SCELTA,8
042007,Camerata Picena,1,1,VOX ITALIA MARCHE,10
042007,Camerata Picena,2,2,MOVIMENTO 3V LIBERTA' DI SCELTA,6
042007,Camerata Picena,3,3,PARTITO DEMOCRATICO,225
042007,Camerata Picena,4,3,ITALIA VIVA,29
042007,Camerata Picena,5,3,MARCHE CORAGGIOSE,13
042007,Camerata Picena,6,3,LE NOSTRE MARCHE e IL CENTRO,18
042007,Camerata Picena,7,3,RINASCI MARCHE,22
042007,Camerata Picena,8,3,MANGIALARDI PRESIDENTE,32
042007,Camerata Picena,9,4,MOVIMENTO 5 STELLE,98
042007,Camerata Picena,10,5,DIPENDE DA NOI,38
042007,Camerata Picena,11,6,COMUNISTA!,17
042007,Camerata Picena,12,7,POPOLARI MARCHE - UNIONE DI CENTRO,5
042007,Camerata Picena,13,7,FORZA ITALIA - BERLUSCONI - CIVICI PER LE MARCHE,34
042007,Camerata Picena,14,7,LEGA SALVINI MARCHE,221
042007,Camerata Picena,15,7,CIVITAS CIVICI,16
042007,Camerata Picena,16,7,MOVIMENTO PER LE MARCHE,2
042007,Camerata Picena,17,7,GIORGIA MELONI per ACQUAROLI - FRATELLI D'ITALIA,232
042008,Castelbellino,1,1,VOX ITALIA MARCHE,10
042008,Castelbellino,2,2,MOVIMENTO 3V LIBERTA' DI SCELTA,19
042008,Castelbellino,3,3,PARTITO DEMOCRATICO,531
042008,Castelbellino,4,3,ITALIA VIVA,17
042008,Castelbellino,5,3,MARCHE CORAGGIOSE,71
042008,Castelbellino,6,3,LE NOSTRE MARCHE e IL CENTRO,22
042008,Castelbellino,7,3,RINASCI MARCHE,42
042008,Castelbellino,8,3,MANGIALARDI PRESIDENTE,37
042008,Castelbellino,9,4,MOVIMENTO 5 STELLE,185
042008,Castelbellino,10,5,DIPENDE DA NOI,46
042008,Castelbellino,11,6,COMUNISTA!,31
042008,Castelbellino,12,7,POPOLARI MARCHE - UNIONE DI CENTRO,19
042008,Castelbellino,13,7,FORZA ITALIA - BERLUSCONI - CIVICI PER LE MARCHE,119
042008,Castelbellino,14,7,LEGA SALVINI MARCHE,496
042008,Castelbellino,15,7,CIVITAS CIVICI,13
042008,Castelbellino,16,7,MOVIMENTO PER LE MARCHE,7
042008,Castelbellino,17,7,GIORGIA MELONI per ACQUAROLI - FRATELLI D'ITALIA,250
042010,Castelfidardo,1,1,VOX ITALIA MARCHE,29
042010,Castelfidardo,2,2,MOVIMENTO 3V LIBERTA' DI SCELTA,42
042010,Castelfidardo,3,3,PARTITO DEMOCRATICO,1526
042010,Castelfidardo,4,3,ITALIA VIVA,210
042010,Castelfidardo,5,3,MARCHE CORAGGIOSE,106
042010,Castelfidardo,6,3,LE NOSTRE MARCHE e IL CENTRO,74
042010,Castelfidardo,7,3,RINASCI MARCHE,136
042010,Castelfidardo,8,3,MANGIALARDI PRESIDENTE,108
042010,Castelfidardo,9,4,MOVIMENTO 5 STELLE,811
042010,Castelfidardo,10,5,DIPENDE DA NOI,66
042010,Castelfidardo,11,6,COMUNISTA!,112
042010,Castelfidardo,12,7,POPOLARI MARCHE - UNIONE DI CENTRO,234
042010,Castelfidardo,13,7,FORZA ITALIA - BERLUSCONI - CIVICI PER LE MARCHE,277
042010,Castelfidardo,14,7,LEGA SALVINI MARCHE,1670
042010,Castelfidardo,15,7,CIVITAS CIVICI,63
042010,Castelfidardo,16,7,MOVIMENTO PER LE MARCHE,26
042010,Castelfidardo,17,7,GIORGIA MELONI per ACQUAROLI - FRATELLI D'ITALIA,1218
042011,Castelleone di Suasa,1,1,VOX ITALIA MARCHE,3
042011,Castelleone di Suasa,2,2,MOVIMENTO 3V LIBERTA' DI SCELTA,1
042011,Castelleone di Suasa,3,3,PARTITO DEMOCRATICO,229
042011,Castelleone di Suasa,4,3,ITALIA VIVA,11
042011,Castelleone di Suasa,5,3,MARCHE CORAGGIOSE,6
042011,Castelleone di Suasa,6,3,LE NOSTRE MARCHE e IL CENTRO,18
042011,Castelleone di Suasa,7,3,RINASCI MARCHE,15
042011,Castelleone di Suasa,8,3,MANGIALARDI PRESIDENTE,16
042011,Castelleone di Suasa,9,4,MOVIMENTO 5 STELLE,41
042011,Castelleone di Suasa,10,5,DIPENDE DA NOI,7
042011,Castelleone di Suasa,11,6,COMUNISTA!,8
042011,Castelleone di Suasa,12,7,POPOLARI MARCHE - UNIONE DI CENTRO,11
042011,Castelleone di Suasa,13,7,FORZA ITALIA - BERLUSCONI - CIVICI PER LE MARCHE,20
042011,Castelleone di Suasa,14,7,LEGA SALVINI MARCHE,168
042011,Castelleone di Suasa,15,7,CIVITAS CIVICI,15
042011,Castelleone di Suasa,16,7,MOVIMENTO PER LE MARCHE,2
042011,Castelleone di Suasa,17,7,GIORGIA MELONI per ACQUAROLI - FRATELLI D'ITALIA,142
042012,Castelplanio,1,1,VOX ITALIA MARCHE,5
042012,Castelplanio,2,2,MOVIMENTO 3V LIBERTA' DI SCELTA,5
042012,Castelplanio,3,3,PARTITO DEMOCRATICO,517
042012,Castelplanio,4,3,ITALIA VIVA,15
042012,Castelplanio,5,3,MARCHE CORAGGIOSE,26
042012,Castelplanio,6,3,LE NOSTRE MARCHE e IL CENTRO,22
042012,Castelplanio,7,3,RINASCI MARCHE,32
042012,Castelplanio,8,3,MANGIALARDI PRESIDENTE,22
042012,Castelplanio,9,4,MOVIMENTO 5 STELLE,122
042012,Castelplanio,10,5,DIPENDE DA NOI,25
042012,Castelplanio,11,6,COMUNISTA!,20
042012,Castelplanio,12,7,POPOLARI MARCHE - UNIONE DI CENTRO,13
042012,Castelplanio,13,7,FORZA ITALIA - BERLUSCONI - CIVICI PER LE MARCHE,36
042012,Castelplanio,14,7,LEGA SALVINI MARCHE,281
042012,Castelplanio,15,7,CIVITAS CIVICI,29
042012,Castelplanio,16,7,MOVIMENTO PER LE MARCHE,4
042012,Castelplanio,17,7,GIORGIA MELONI per ACQUAROLI - FRATELLI D'ITALIA,192
042013,Cerreto d'Esi,1,1,VOX ITALIA MARCHE,9
042013,Cerreto d'Esi,2,2,MOVIMENTO 3V LIBERTA' DI SCELTA,8
042013,Cerreto d'Esi,3,3,PARTITO DEMOCRATICO,415
042013,Cerreto d'Esi,4,3,ITALIA VIVA,10
042013,Cerreto d'Esi,5,3,MARCHE CORAGGIOSE,9
042013,Cerreto d'Esi,6,3,LE NOSTRE MARCHE e IL CENTRO,27
042013,Cerreto d'Esi,7,3,RINASCI MARCHE,56
042013,Cerreto d'Esi,8,3,MANGIALARDI PRESIDENTE,51
042013,Cerreto d'Esi,9,4,MOVIMENTO 5 STELLE,159
042013,Cerreto d'Esi,10,5,DIPENDE DA NOI,17
042013,Cerreto d'Esi,11,6,COMUNISTA!,38
042013,Cerreto d'Esi,12,7,POPOLARI MARCHE - UNIONE DI CENTRO,72
042013,Cerreto d'Esi,13,7,FORZA ITALIA - BERLUSCONI - CIVICI PER LE MARCHE,54
042013,Cerreto d'Esi,14,7,LEGA SALVINI MARCHE,365
042013,Cerreto d'Esi,15,7,CIVITAS CIVICI,12
042013,Cerreto d'Esi,16,7,MOVIMENTO PER LE MARCHE,1
042013,Cerreto d'Esi,17,7,GIORGIA MELONI per ACQUAROLI - FRATELLI D'ITALIA,198
042014,Chiaravalle,1,1,VOX ITALIA MARCHE,24
042014,Chiaravalle,2,2,MOVIMENTO 3V LIBERTA' DI SCELTA,32
042014,Chiaravalle,3,3,PARTITO DEMOCRATICO,1725
042014,Chiaravalle,4,3,ITALIA VIVA,199
042014,Chiaravalle,5,3,MARCHE CORAGGIOSE,309
042014,Chiaravalle,6,3,LE NOSTRE MARCHE e IL CENTRO,140
042014,Chiaravalle,7,3,RINASCI MARCHE,240
042014,Chiaravalle,8,3,MANGIALARDI PRESIDENTE,254
042014,Chiaravalle,9,4,MOVIMENTO 5 STELLE,487
042014,Chiaravalle,10,5,DIPENDE DA NOI,185
042014,Chiaravalle,11,6,COMUNISTA!,87
042014,Chiaravalle,12,7,POPOLARI MARCHE - UNIONE DI CENTRO,37
042014,Chiaravalle,13,7,FORZA ITALIA - BERLUSCONI - CIVICI PER LE MARCHE,162
042014,Chiaravalle,14,7,LEGA SALVINI MARCHE,1170
042014,Chiaravalle,15,7,CIVITAS CIVICI,62
042014,Chiaravalle,16,7,MOVIMENTO PER LE MARCHE,25
042014,Chiaravalle,17,7,GIORGIA MELONI per ACQUAROLI - FRATELLI D'ITALIA,776
042015,Corinaldo,1,1,VOX ITALIA MARCHE,11
042015,Corinaldo,2,2,MOVIMENTO 3V LIBERTA' DI SCELTA,5
042015,Corinaldo,3,3,PARTITO DEMOCRATICO,685
042015,Corinaldo,4,3,ITALIA VIVA,17
042015,Corinaldo,5,3,MARCHE CORAGGIOSE,27
042015,Corinaldo,6,3,LE NOSTRE MARCHE e IL CENTRO,50
042015,Corinaldo,7,3,RINASCI MARCHE,39
042015,Corinaldo,8,3,MANGIALARDI PRESIDENTE,33
042015,Corinaldo,9,4,MOVIMENTO 5 STELLE,105
042015,Corinaldo,10,5,DIPENDE DA NOI,44
042015,Corinaldo,11,6,COMUNISTA!,31
042015,Corinaldo,12,7,POPOLARI MARCHE - UNIONE DI CENTRO,30
042015,Corinaldo,13,7,FORZA ITALIA - BERLUSCONI - CIVICI PER LE MARCHE,135
042015,Corinaldo,14,7,LEGA SALVINI MARCHE,445
042015,Corinaldo,15,7,CIVITAS CIVICI,71
042015,Corinaldo,16,7,MOVIMENTO PER LE MARCHE,6
042015,Corinaldo,17,7,GIORGIA MELONI per ACQUAROLI - FRATELLI D'ITALIA,334
042016,Cupramontana,1,1,VOX ITALIA MARCHE,9
042016,Cupramontana,2,2,MOVIMENTO 3V LIBERTA' DI SCELTA,15
042016,Cupramontana,3,3,PARTITO DEMOCRATICO,560
042016,Cupramontana,4,3,ITALIA VIVA,29
042016,Cupramontana,5,3,MARCHE CORAGGIOSE,35
042016,Cupramontana,6,3,LE NOSTRE MARCHE e IL CENTRO,21
042016,Cupramontana,7,3,RINASCI MARCHE,46
042016,Cupramontana,8,3,MANGIALARDI PRESIDENTE,39
042016,Cupramontana,9,4,MOVIMENTO 5 STELLE,161
042016,Cupramontana,10,5,DIPENDE DA NOI,22
042016,Cupramontana,11,6,COMUNISTA!,53
042016,Cupramontana,12,7,POPOLARI MARCHE - UNIONE DI CENTRO,14
042016,Cupramontana,13,7,FORZA ITALIA - BERLUSCONI - CIVICI PER LE MARCHE,58
042016,Cupramontana,14,7,LEGA SALVINI MARCHE,404
042016,Cupramontana,15,7,CIVITAS CIVICI,14
042016,Cupramontana,16,7,MOVIMENTO PER LE MARCHE,10
042016,Cupramontana,17,7,GIORGIA MELONI per ACQUAROLI - FRATELLI D'ITALIA,237
042017,Fabriano,1,1,VOX ITALIA MARCHE,57
042017,Fabriano,2,2,MOVIMENTO 3V LIBERTA' DI SCELTA,35
042017,Fabriano,3,3,PARTITO DEMOCRATICO,1993
042017,Fabriano,4,3,ITALIA VIVA,245
042017,Fabriano,5,3,MARCHE CORAGGIOSE,156
042017,Fabriano,6,3,LE NOSTRE MARCHE e IL CENTRO,308
042017,Fabriano,7,3,RINASCI MARCHE,929
042017,Fabriano,8,3,MANGIALARDI PRESIDENTE,514
042017,Fabriano,9,4,MOVIMENTO 5 STELLE,1362
042017,Fabriano,10,5,DIPENDE DA NOI,119
042017,Fabriano,11,6,COMUNISTA!,202
042017,Fabriano,12,7,POPOLARI MARCHE - UNIONE DI CENTRO,132
042017,Fabriano,13,7,FORZA ITALIA - BERLUSCONI - CIVICI PER LE MARCHE,708
042017,Fabriano,14,7,LEGA SALVINI MARCHE,3089
042017,Fabriano,15,7,CIVITAS CIVICI,46
042017,Fabriano,16,7,MOVIMENTO PER LE MARCHE,46
042017,Fabriano,17,7,GIORGIA MELONI per ACQUAROLI - FRATELLI D'ITALIA,2125
041008,Cantiano,10,5,DIPENDE DA NOI,12
041008,Cantiano,,,,1
041008,Cantiano,11,6,COMUNISTA!,19
041008,Cantiano,9,4,MOVIMENTO 5 STELLE,68
041008,Cantiano,4,3,ITALIA VIVA,21
041008,Cantiano,3,3,PARTITO DEMOCRATICO,374
041008,Cantiano,6,3,LE NOSTRE MARCHE e IL CENTRO,3
041008,Cantiano,5,3,MARCHE CORAGGIOSE,9
041008,Cantiano,8,3,MANGIALARDI PRESIDENTE,41
041008,Cantiano,7,3,RINASCI MARCHE,30
041008,Cantiano,1,1,VOX ITALIA MARCHE,5
041008,Cantiano,17,7,GIORGIA MELONI per ACQUAROLI - FRATELLI D'ITALIA,119
041008,Cantiano,13,7,FORZA ITALIA - BERLUSCONI - CIVICI PER LE MARCHE,16
041008,Cantiano,14,7,LEGA SALVINI MARCHE,258
041008,Cantiano,16,7,MOVIMENTO PER LE MARCHE,7
041008,Cantiano,15,7,CIVITAS CIVICI,23
041008,Cantiano,12,7,POPOLARI MARCHE - UNIONE DI CENTRO,17
041008,Cantiano,2,2,MOVIMENTO 3V LIBERTA' DI SCELTA,2
042018,Falconara Marittima,1,1,VOX ITALIA MARCHE,51
042018,Falconara Marittima,2,2,MOVIMENTO 3V LIBERTA' DI SCELTA,24
