CODICE ISTAT,COMUNE,cogn,nome,d_nasc_cand,l_nasc,voti
041028,Mondavio,Banzato,Sabrina Paola,21/02/1964,Castellanza,12
041028,Mondavio,Acquaroli,Francesco,25/09/1974,Macerata,641
041028,Mondavio,Iannetti,Anna Rita,26/08/1953,Brittoli,10
041029,Mondolfo,Mancini,Roberto,,,97
041029,Mondolfo,Contigiani,Alessandra,05/04/1982,Macerata,8
041029,Mondolfo,Pasquinelli,Fabio,10/01/1981,Osimo,87
041029,Mondolfo,Mercorelli,Gian-Mario,06/02/1973,Macerata,671
041029,Mondolfo,Mangialardi,Maurizio,17/11/1964,Ancona,2804
041029,Mondolfo,Banzato,Sabrina Paola,21/02/1964,Castellanza,68
041029,Mondolfo,Acquaroli,Francesco,25/09/1974,Macerata,2910
041029,Mondolfo,Iannetti,Anna Rita,26/08/1953,Brittoli,46
041030,Montecalvo in Foglia,Mancini,Roberto,,,10
041030,Montecalvo in Foglia,Contigiani,Alessandra,05/04/1982,Macerata,1
041030,Montecalvo in Foglia,Pasquinelli,Fabio,10/01/1981,Osimo,23
041030,Montecalvo in Foglia,Mercorelli,Gian-Mario,06/02/1973,Macerata,143
041030,Montecalvo in Foglia,Mangialardi,Maurizio,17/11/1964,Ancona,684
041030,Montecalvo in Foglia,Banzato,Sabrina Paola,21/02/1964,Castellanza,4
041030,Montecalvo in Foglia,Acquaroli,Francesco,25/09/1974,Macerata,493
041030,Montecalvo in Foglia,Iannetti,Anna Rita,26/08/1953,Brittoli,13
041031,Monte Cerignone,Mancini,Roberto,,,0
041031,Monte Cerignone,Contigiani,Alessandra,05/04/1982,Macerata,1
041031,Monte Cerignone,Pasquinelli,Fabio,10/01/1981,Osimo,12
041031,Monte Cerignone,Mercorelli,Gian-Mario,06/02/1973,Macerata,28
041031,Monte Cerignone,Mangialardi,Maurizio,17/11/1964,Ancona,150
041031,Monte Cerignone,Banzato,Sabrina Paola,21/02/1964,Castellanza,7
041031,Monte Cerignone,Acquaroli,Francesco,25/09/1974,Macerata,140
041031,Monte Cerignone,Iannetti,Anna Rita,26/08/1953,Brittoli,3
041032,Monteciccardo,Mancini,Roberto,,,0
041032,Monteciccardo,Contigiani,Alessandra,05/04/1982,Macerata,0
041032,Monteciccardo,Pasquinelli,Fabio,10/01/1981,Osimo,0
041032,Monteciccardo,Mercorelli,Gian-Mario,06/02/1973,Macerata,0
041032,Monteciccardo,Mangialardi,Maurizio,17/11/1964,Ancona,0
041032,Monteciccardo,Banzato,Sabrina Paola,21/02/1964,Castellanza,0
041032,Monteciccardo,Acquaroli,Francesco,25/09/1974,Macerata,0
041032,Monteciccardo,Iannetti,Anna Rita,26/08/1953,Brittoli,0
041033,Montecopiolo,Mancini,Roberto,,,2
041033,Montecopiolo,Contigiani,Alessandra,05/04/1982,Macerata,0
041033,Montecopiolo,Pasquinelli,Fabio,10/01/1981,Osimo,7
041033,Montecopiolo,Mercorelli,Gian-Mario,06/02/1973,Macerata,34
041033,Montecopiolo,Mangialardi,Maurizio,17/11/1964,Ancona,260
041033,Montecopiolo,Banzato,Sabrina Paola,21/02/1964,Castellanza,5
041033,Montecopiolo,Acquaroli,Francesco,25/09/1974,Macerata,279
041033,Montecopiolo,Iannetti,Anna Rita,26/08/1953,Brittoli,1
041034,Montefelcino,Mancini,Roberto,,,9
041034,Montefelcino,Contigiani,Alessandra,05/04/1982,Macerata,1
041034,Montefelcino,Pasquinelli,Fabio,10/01/1981,Osimo,12
041034,Montefelcino,Mercorelli,Gian-Mario,06/02/1973,Macerata,116
041034,Montefelcino,Mangialardi,Maurizio,17/11/1964,Ancona,412
041034,Montefelcino,Banzato,Sabrina Paola,21/02/1964,Castellanza,22
041034,Montefelcino,Acquaroli,Francesco,25/09/1974,Macerata,816
041034,Montefelcino,Iannetti,Anna Rita,26/08/1953,Brittoli,9
041002,Apecchio,Mancini,Roberto,,,6
041002,Apecchio,Contigiani,Alessandra,05/04/1982,Macerata,2
041002,Apecchio,Pasquinelli,Fabio,10/01/1981,Osimo,25
041002,Apecchio,Mercorelli,Gian-Mario,06/02/1973,Macerata,33
041002,Apecchio,Mangialardi,Maurizio,17/11/1964,Ancona,310
041002,Apecchio,Banzato,Sabrina Paola,21/02/1964,Castellanza,3
041002,Apecchio,Acquaroli,Francesco,25/09/1974,Macerata,589
041002,Apecchio,Iannetti,Anna Rita,26/08/1953,Brittoli,1
041035,Monte Grimano Terme,Mancini,Roberto,,,2
041035,Monte Grimano Terme,Contigiani,Alessandra,05/04/1982,Macerata,0
041035,Monte Grimano Terme,Pasquinelli,Fabio,10/01/1981,Osimo,11
041035,Monte Grimano Terme,Mercorelli,Gian-Mario,06/02/1973,Macerata,54
041035,Monte Grimano Terme,Mangialardi,Maurizio,17/11/1964,Ancona,217
041035,Monte Grimano Terme,Banzato,Sabrina Paola,21/02/1964,Castellanza,3
041035,Monte Grimano Terme,Acquaroli,Francesco,25/09/1974,Macerata,290
041035,Monte Grimano Terme,Iannetti,Anna Rita,26/08/1953,Brittoli,7
041036,Montelabbate,Mancini,Roberto,,,43
041036,Montelabbate,Contigiani,Alessandra,05/04/1982,Macerata,5
041036,Montelabbate,Pasquinelli,Fabio,10/01/1981,Osimo,37
041036,Montelabbate,Mercorelli,Gian-Mario,06/02/1973,Macerata,489
041036,Montelabbate,Mangialardi,Maurizio,17/11/1964,Ancona,1048
041036,Montelabbate,Banzato,Sabrina Paola,21/02/1964,Castellanza,14
041036,Montelabbate,Acquaroli,Francesco,25/09/1974,Macerata,1274
041036,Montelabbate,Iannetti,Anna Rita,26/08/1953,Brittoli,25
041038,Monte Porzio,Mancini,Roberto,,,19
041038,Monte Porzio,Contigiani,Alessandra,05/04/1982,Macerata,2
041038,Monte Porzio,Pasquinelli,Fabio,10/01/1981,Osimo,38
041038,Monte Porzio,Mercorelli,Gian-Mario,06/02/1973,Macerata,134
041038,Monte Porzio,Mangialardi,Maurizio,17/11/1964,Ancona,493
041038,Monte Porzio,Banzato,Sabrina Paola,21/02/1964,Castellanza,7
041038,Monte Porzio,Acquaroli,Francesco,25/09/1974,Macerata,558
041038,Monte Porzio,Iannetti,Anna Rita,26/08/1953,Brittoli,4
041041,Peglio,Mancini,Roberto,,,1
041041,Peglio,Contigiani,Alessandra,05/04/1982,Macerata,1
041041,Peglio,Pasquinelli,Fabio,10/01/1981,Osimo,6
041041,Peglio,Mercorelli,Gian-Mario,06/02/1973,Macerata,16
041041,Peglio,Mangialardi,Maurizio,17/11/1964,Ancona,243
041041,Peglio,Banzato,Sabrina Paola,21/02/1964,Castellanza,1
041041,Peglio,Acquaroli,Francesco,25/09/1974,Macerata,116
041041,Peglio,Iannetti,Anna Rita,26/08/1953,Brittoli,2
041043,Pergola,Mancini,Roberto,,,48
041043,Pergola,Contigiani,Alessandra,05/04/1982,Macerata,2
041043,Pergola,Pasquinelli,Fabio,10/01/1981,Osimo,18
041043,Pergola,Mercorelli,Gian-Mario,06/02/1973,Macerata,114
041043,Pergola,Mangialardi,Maurizio,17/11/1964,Ancona,1163
041043,Pergola,Banzato,Sabrina Paola,21/02/1964,Castellanza,12
041043,Pergola,Acquaroli,Francesco,25/09/1974,Macerata,1867
041043,Pergola,Iannetti,Anna Rita,26/08/1953,Brittoli,5
041044,Pesaro,Mancini,Roberto,,,834
041044,Pesaro,Contigiani,Alessandra,05/04/1982,Macerata,85
041044,Pesaro,Pasquinelli,Fabio,10/01/1981,Osimo,605
041044,Pesaro,Mercorelli,Gian-Mario,06/02/1973,Macerata,3920
041044,Pesaro,Mangialardi,Maurizio,17/11/1964,Ancona,21465
041044,Pesaro,Banzato,Sabrina Paola,21/02/1964,Castellanza,269
041044,Pesaro,Acquaroli,Francesco,25/09/1974,Macerata,20026
041044,Pesaro,Iannetti,Anna Rita,26/08/1953,Brittoli,497
041045,Petriano,Mancini,Roberto,,,5
041045,Petriano,Contigiani,Alessandra,05/04/1982,Macerata,0
041045,Petriano,Pasquinelli,Fabio,10/01/1981,Osimo,18
041045,Petriano,Mercorelli,Gian-Mario,06/02/1973,Macerata,84
041045,Petriano,Mangialardi,Maurizio,17/11/1964,Ancona,299
041045,Petriano,Banzato,Sabrina Paola,21/02/1964,Castellanza,11
041045,Petriano,Acquaroli,Francesco,25/09/1974,Macerata,908
041045,Petriano,Iannetti,Anna Rita,26/08/1953,Brittoli,3
041047,Piandimeleto,Mancini,Roberto,,,3
041047,Piandimeleto,Contigiani,Alessandra,05/04/1982,Macerata,1
041047,Piandimeleto,Pasquinelli,Fabio,10/01/1981,Osimo,14
041047,Piandimeleto,Mercorelli,Gian-Mario,06/02/1973,Macerata,105
041047,Piandimeleto,Mangialardi,Maurizio,17/11/1964,Ancona,289
041047,Piandimeleto,Banzato,Sabrina Paola,21/02/1964,Castellanza,4
041047,Piandimeleto,Acquaroli,Francesco,25/09/1974,Macerata,547
041047,Piandimeleto,Iannetti,Anna Rita,26/08/1953,Brittoli,17
041048,Pietrarubbia,Mancini,Roberto,,,0
041048,Pietrarubbia,Contigiani,Alessandra,05/04/1982,Macerata,2
041048,Pietrarubbia,Pasquinelli,Fabio,10/01/1981,Osimo,12
041048,Pietrarubbia,Mercorelli,Gian-Mario,06/02/1973,Macerata,83
041048,Pietrarubbia,Mangialardi,Maurizio,17/11/1964,Ancona,90
041048,Pietrarubbia,Banzato,Sabrina Paola,21/02/1964,Castellanza,0
041048,Pietrarubbia,Acquaroli,Francesco,25/09/1974,Macerata,140
041048,Pietrarubbia,Iannetti,Anna Rita,26/08/1953,Brittoli,1
041049,Piobbico,Mancini,Roberto,,,10
041049,Piobbico,Contigiani,Alessandra,05/04/1982,Macerata,4
041049,Piobbico,Pasquinelli,Fabio,10/01/1981,Osimo,4
041049,Piobbico,Mercorelli,Gian-Mario,06/02/1973,Macerata,55
041049,Piobbico,Mangialardi,Maurizio,17/11/1964,Ancona,253
041049,Piobbico,Banzato,Sabrina Paola,21/02/1964,Castellanza,2
041049,Piobbico,Acquaroli,Francesco,25/09/1974,Macerata,640
041049,Piobbico,Iannetti,Anna Rita,26/08/1953,Brittoli,3
041005,Belforte all'Isauro,Mancini,Roberto,,,3
041005,Belforte all'Isauro,Contigiani,Alessandra,05/04/1982,Macerata,2
041005,Belforte all'Isauro,Pasquinelli,Fabio,10/01/1981,Osimo,4
041005,Belforte all'Isauro,Mercorelli,Gian-Mario,06/02/1973,Macerata,27
041005,Belforte all'Isauro,Mangialardi,Maurizio,17/11/1964,Ancona,88
041005,Belforte all'Isauro,Banzato,Sabrina Paola,21/02/1964,Castellanza,0
041005,Belforte all'Isauro,Acquaroli,Francesco,25/09/1974,Macerata,235
041005,Belforte all'Isauro,Iannetti,Anna Rita,26/08/1953,Brittoli,2
041051,San Costanzo,Mancini,Roberto,,,29
041051,San Costanzo,Contigiani,Alessandra,05/04/1982,Macerata,3
041051,San Costanzo,Pasquinelli,Fabio,10/01/1981,Osimo,22
041051,San Costanzo,Mercorelli,Gian-Mario,06/02/1973,Macerata,195
041051,San Costanzo,Mangialardi,Maurizio,17/11/1964,Ancona,865
041051,San Costanzo,Banzato,Sabrina Paola,21/02/1964,Castellanza,19
041051,San Costanzo,Acquaroli,Francesco,25/09/1974,Macerata,1060
041051,San Costanzo,Iannetti,Anna Rita,26/08/1953,Brittoli,19
041054,San Lorenzo in Campo,Mancini,Roberto,,,25
041054,San Lorenzo in Campo,Contigiani,Alessandra,05/04/1982,Macerata,1
041054,San Lorenzo in Campo,Pasquinelli,Fabio,10/01/1981,Osimo,23
041054,San Lorenzo in Campo,Mercorelli,Gian-Mario,06/02/1973,Macerata,133
041054,San Lorenzo in Campo,Mangialardi,Maurizio,17/11/1964,Ancona,659
041054,San Lorenzo in Campo,Banzato,Sabrina Paola,21/02/1964,Castellanza,6
041054,San Lorenzo in Campo,Acquaroli,Francesco,25/09/1974,Macerata,769
041054,San Lorenzo in Campo,Iannetti,Anna Rita,26/08/1953,Brittoli,6
041057,Sant'Angelo in Vado,Mancini,Roberto,,,12
041057,Sant'Angelo in Vado,Contigiani,Alessandra,05/04/1982,Macerata,6
041057,Sant'Angelo in Vado,Pasquinelli,Fabio,10/01/1981,Osimo,31
041057,Sant'Angelo in Vado,Mercorelli,Gian-Mario,06/02/1973,Macerata,124
041057,Sant'Angelo in Vado,Mangialardi,Maurizio,17/11/1964,Ancona,778
041057,Sant'Angelo in Vado,Banzato,Sabrina Paola,21/02/1964,Castellanza,10
041057,Sant'Angelo in Vado,Acquaroli,Francesco,25/09/1974,Macerata,1286
041057,Sant'Angelo in Vado,Iannetti,Anna Rita,26/08/1953,Brittoli,7
041058,Sant'Ippolito,Mancini,Roberto,,,11
041058,Sant'Ippolito,Contigiani,Alessandra,05/04/1982,Macerata,1
041058,Sant'Ippolito,Pasquinelli,Fabio,10/01/1981,Osimo,8
041058,Sant'Ippolito,Mercorelli,Gian-Mario,06/02/1973,Macerata,58
041058,Sant'Ippolito,Mangialardi,Maurizio,17/11/1964,Ancona,260
041058,Sant'Ippolito,Banzato,Sabrina Paola,21/02/1964,Castellanza,5
041058,Sant'Ippolito,Acquaroli,Francesco,25/09/1974,Macerata,413
041058,Sant'Ippolito,Iannetti,Anna Rita,26/08/1953,Brittoli,5
041060,Sassofeltrio,Mancini,Roberto,,,3
041060,Sassofeltrio,Contigiani,Alessandra,05/04/1982,Macerata,1
041060,Sassofeltrio,Pasquinelli,Fabio,10/01/1981,Osimo,14
041060,Sassofeltrio,Mercorelli,Gian-Mario,06/02/1973,Macerata,66
041060,Sassofeltrio,Mangialardi,Maurizio,17/11/1964,Ancona,120
041060,Sassofeltrio,Banzato,Sabrina Paola,21/02/1964,Castellanza,9
041060,Sassofeltrio,Acquaroli,Francesco,25/09/1974,Macerata,362
041060,Sassofeltrio,Iannetti,Anna Rita,26/08/1953,Brittoli,9
041061,Serra Sant'Abbondio,Mancini,Roberto,,,6
041061,Serra Sant'Abbondio,Contigiani,Alessandra,05/04/1982,Macerata,0
041061,Serra Sant'Abbondio,Pasquinelli,Fabio,10/01/1981,Osimo,8
041061,Serra Sant'Abbondio,Mercorelli,Gian-Mario,06/02/1973,Macerata,24
041061,Serra Sant'Abbondio,Mangialardi,Maurizio,17/11/1964,Ancona,223
041061,Serra Sant'Abbondio,Banzato,Sabrina Paola,21/02/1964,Castellanza,2
041061,Serra Sant'Abbondio,Acquaroli,Francesco,25/09/1974,Macerata,219
041061,Serra Sant'Abbondio,Iannetti,Anna Rita,26/08/1953,Brittoli,1
041064,Tavoleto,Mancini,Roberto,,,5
041064,Tavoleto,Contigiani,Alessandra,05/04/1982,Macerata,1
041064,Tavoleto,Pasquinelli,Fabio,10/01/1981,Osimo,12
041064,Tavoleto,Mercorelli,Gian-Mario,06/02/1973,Macerata,29
041064,Tavoleto,Mangialardi,Maurizio,17/11/1964,Ancona,144
041064,Tavoleto,Banzato,Sabrina Paola,21/02/1964,Castellanza,4
041064,Tavoleto,Acquaroli,Francesco,25/09/1974,Macerata,210
041064,Tavoleto,Iannetti,Anna Rita,26/08/1953,Brittoli,2
041065,Tavullia,Mancini,Roberto,,,20
041065,Tavullia,Contigiani,Alessandra,05/04/1982,Macerata,9
041065,Tavullia,Pasquinelli,Fabio,10/01/1981,Osimo,58
041065,Tavullia,Mercorelli,Gian-Mario,06/02/1973,Macerata,523
041065,Tavullia,Mangialardi,Maurizio,17/11/1964,Ancona,1114
041065,Tavullia,Banzato,Sabrina Paola,21/02/1964,Castellanza,18
041065,Tavullia,Acquaroli,Francesco,25/09/1974,Macerata,1555
041065,Tavullia,Iannetti,Anna Rita,26/08/1953,Brittoli,35
041066,Urbania,Mancini,Roberto,,,17
041066,Urbania,Contigiani,Alessandra,05/04/1982,Macerata,4
041066,Urbania,Pasquinelli,Fabio,10/01/1981,Osimo,48
041066,Urbania,Mercorelli,Gian-Mario,06/02/1973,Macerata,253
041066,Urbania,Mangialardi,Maurizio,17/11/1964,Ancona,1542
041066,Urbania,Banzato,Sabrina Paola,21/02/1964,Castellanza,25
041066,Urbania,Acquaroli,Francesco,25/09/1974,Macerata,1658
041066,Urbania,Iannetti,Anna Rita,26/08/1953,Brittoli,18
041067,Urbino,Mancini,Roberto,,,168
041067,Urbino,Contigiani,Alessandra,05/04/1982,Macerata,9
041067,Urbino,Pasquinelli,Fabio,10/01/1981,Osimo,123
041067,Urbino,Mercorelli,Gian-Mario,06/02/1973,Macerata,600
041067,Urbino,Mangialardi,Maurizio,17/11/1964,Ancona,3273
041067,Urbino,Banzato,Sabrina Paola,21/02/1964,Castellanza,39
041067,Urbino,Acquaroli,Francesco,25/09/1974,Macerata,3157
041067,Urbino,Iannetti,Anna Rita,26/08/1953,Brittoli,39
041006,Borgo Pace,Mancini,Roberto,,,1
041006,Borgo Pace,Contigiani,Alessandra,05/04/1982,Macerata,1
041006,Borgo Pace,Pasquinelli,Fabio,10/01/1981,Osimo,10
041006,Borgo Pace,Mercorelli,Gian-Mario,06/02/1973,Macerata,11
041006,Borgo Pace,Mangialardi,Maurizio,17/11/1964,Ancona,116
041006,Borgo Pace,Banzato,Sabrina Paola,21/02/1964,Castellanza,0
041006,Borgo Pace,Acquaroli,Francesco,25/09/1974,Macerata,155
041006,Borgo Pace,Iannetti,Anna Rita,26/08/1953,Brittoli,0
041068,Vallefoglia,Mancini,Roberto,,,56
041068,Vallefoglia,Contigiani,Alessandra,05/04/1982,Macerata,13
041068,Vallefoglia,Pasquinelli,Fabio,10/01/1981,Osimo,71
041068,Vallefoglia,Mercorelli,Gian-Mario,06/02/1973,Macerata,863
041068,Vallefoglia,Mangialardi,Maurizio,17/11/1964,Ancona,2408
041068,Vallefoglia,Banzato,Sabrina Paola,21/02/1964,Castellanza,35
041068,Vallefoglia,Acquaroli,Francesco,25/09/1974,Macerata,2803
041068,Vallefoglia,Iannetti,Anna Rita,26/08/1953,Brittoli,70
041069,Colli al Metauro,Mancini,Roberto,,,67
041069,Colli al Metauro,Contigiani,Alessandra,05/04/1982,Macerata,6
041069,Colli al Metauro,Pasquinelli,Fabio,10/01/1981,Osimo,56
041069,Colli al Metauro,Mercorelli,Gian-Mario,06/02/1973,Macerata,554
041069,Colli al Metauro,Mangialardi,Maurizio,17/11/1964,Ancona,1599
041069,Colli al Metauro,Banzato,Sabrina Paola,21/02/1964,Castellanza,40
041069,Colli al Metauro,Acquaroli,Francesco,25/09/1974,Macerata,3383
041069,Colli al Metauro,Iannetti,Anna Rita,26/08/1953,Brittoli,41
041070,Terre Roveresche,Mancini,Roberto,,,42
041070,Terre Roveresche,Contigiani,Alessandra,05/04/1982,Macerata,2
041070,Terre Roveresche,Pasquinelli,Fabio,10/01/1981,Osimo,37
041070,Terre Roveresche,Mercorelli,Gian-Mario,06/02/1973,Macerata,218
041070,Terre Roveresche,Mangialardi,Maurizio,17/11/1964,Ancona,1123
041070,Terre Roveresche,Banzato,Sabrina Paola,21/02/1964,Castellanza,16
041070,Terre Roveresche,Acquaroli,Francesco,25/09/1974,Macerata,1189
041070,Terre Roveresche,Iannetti,Anna Rita,26/08/1953,Brittoli,10
041071,Sassocorvaro Auditore,Mancini,Roberto,,,15
041071,Sassocorvaro Auditore,Contigiani,Alessandra,05/04/1982,Macerata,4
041071,Sassocorvaro Auditore,Pasquinelli,Fabio,10/01/1981,Osimo,41
041071,Sassocorvaro Auditore,Mercorelli,Gian-Mario,06/02/1973,Macerata,275
041071,Sassocorvaro Auditore,Mangialardi,Maurizio,17/11/1964,Ancona,800
041071,Sassocorvaro Auditore,Banzato,Sabrina Paola,21/02/1964,Castellanza,14
041071,Sassocorvaro Auditore,Acquaroli,Francesco,25/09/1974,Macerata,1343
041071,Sassocorvaro Auditore,Iannetti,Anna Rita,26/08/1953,Brittoli,12
042001,Agugliano,Banzato,Sabrina Paola,21/02/1964,Castellanza,11
042001,Agugliano,Iannetti,Anna Rita,26/08/1953,Brittoli,13
042001,Agugliano,Mangialardi,Maurizio,17/11/1964,Ancona,1057
042001,Agugliano,Mercorelli,Gian-Mario,06/02/1973,Macerata,239
042001,Agugliano,Mancini,Roberto,,,55
042001,Agugliano,Pasquinelli,Fabio,10/01/1981,Osimo,32
042001,Agugliano,Acquaroli,Francesco,25/09/1974,Macerata,969
042002,Ancona,Banzato,Sabrina Paola,21/02/1964,Castellanza,264
042002,Ancona,Iannetti,Anna Rita,26/08/1953,Brittoli,220
042002,Ancona,Mangialardi,Maurizio,17/11/1964,Ancona,21660
042002,Ancona,Mercorelli,Gian-Mario,06/02/1973,Macerata,3818
042002,Ancona,Mancini,Roberto,,,1318
042002,Ancona,Pasquinelli,Fabio,10/01/1981,Osimo,682
042002,Ancona,Acquaroli,Francesco,25/09/1974,Macerata,17649
042003,Arcevia,Banzato,Sabrina Paola,21/02/1964,Castellanza,11
042003,Arcevia,Iannetti,Anna Rita,26/08/1953,Brittoli,20
042003,Arcevia,Mangialardi,Maurizio,17/11/1964,Ancona,994
042003,Arcevia,Mercorelli,Gian-Mario,06/02/1973,Macerata,156
042003,Arcevia,Mancini,Roberto,,,42
042003,Arcevia,Pasquinelli,Fabio,10/01/1981,Osimo,50
042003,Arcevia,Acquaroli,Francesco,25/09/1974,Macerata,940
042004,Barbara,Banzato,Sabrina Paola,21/02/1964,Castellanza,8
042004,Barbara,Iannetti,Anna Rita,26/08/1953,Brittoli,10
042004,Barbara,Mangialardi,Maurizio,17/11/1964,Ancona,317
042004,Barbara,Mercorelli,Gian-Mario,06/02/1973,Macerata,46
042004,Barbara,Mancini,Roberto,,,15
042004,Barbara,Pasquinelli,Fabio,10/01/1981,Osimo,10
042004,Barbara,Acquaroli,Francesco,25/09/1974,Macerata,288
042005,Belvedere Ostrense,Banzato,Sabrina Paola,21/02/1964,Castellanza,9
042005,Belvedere Ostrense,Iannetti,Anna Rita,26/08/1953,Brittoli,4
042005,Belvedere Ostrense,Mangialardi,Maurizio,17/11/1964,Ancona,443
042005,Belvedere Ostrense,Mercorelli,Gian-Mario,06/02/1973,Macerata,55
042005,Belvedere Ostrense,Mancini,Roberto,,,14
042005,Belvedere Ostrense,Pasquinelli,Fabio,10/01/1981,Osimo,15
042005,Belvedere Ostrense,Acquaroli,Francesco,25/09/1974,Macerata,480
042006,Camerano,Banzato,Sabrina Paola,21/02/1964,Castellanza,28
042006,Camerano,Iannetti,Anna Rita,26/08/1953,Brittoli,26
042006,Camerano,Mangialardi,Maurizio,17/11/1964,Ancona,1358
042006,Camerano,Mercorelli,Gian-Mario,06/02/1973,Macerata,407
042006,Camerano,Mancini,Roberto,,,59
042006,Camerano,Pasquinelli,Fabio,10/01/1981,Osimo,53
042006,Camerano,Acquaroli,Francesco,25/09/1974,Macerata,1670
041007,Cagli,Mancini,Roberto,,,67
041007,Cagli,Contigiani,Alessandra,05/04/1982,Macerata,8
041007,Cagli,Pasquinelli,Fabio,10/01/1981,Osimo,68
041007,Cagli,Mercorelli,Gian-Mario,06/02/1973,Macerata,372
041007,Cagli,Mangialardi,Maurizio,17/11/1964,Ancona,1586
041007,Cagli,Banzato,Sabrina Paola,21/02/1964,Castellanza,21
041007,Cagli,Acquaroli,Francesco,25/09/1974,Macerata,1992
041007,Cagli,Iannetti,Anna Rita,26/08/1953,Brittoli,12
042007,Camerata Picena,Banzato,Sabrina Paola,21/02/1964,Castellanza,12
042007,Camerata Picena,Iannetti,Anna Rita,26/08/1953,Brittoli,10
042007,Camerata Picena,Mangialardi,Maurizio,17/11/1964,Ancona,454
042007,Camerata Picena,Mercorelli,Gian-Mario,06/02/1973,Macerata,144
042007,Camerata Picena,Mancini,Roberto,,,49
042007,Camerata Picena,Pasquinelli,Fabio,10/01/1981,Osimo,20
042007,Camerata Picena,Acquaroli,Francesco,25/09/1974,Macerata,572
042008,Castelbellino,Banzato,Sabrina Paola,21/02/1964,Castellanza,12
042008,Castelbellino,Iannetti,Anna Rita,26/08/1953,Brittoli,24
042008,Castelbellino,Mangialardi,Maurizio,17/11/1964,Ancona,977
042008,Castelbellino,Mercorelli,Gian-Mario,06/02/1973,Macerata,260
042008,Castelbellino,Mancini,Roberto,,,58
042008,Castelbellino,Pasquinelli,Fabio,10/01/1981,Osimo,42
042008,Castelbellino,Acquaroli,Francesco,25/09/1974,Macerata,1014
042010,Castelfidardo,Banzato,Sabrina Paola,21/02/1964,Castellanza,49
042010,Castelfidardo,Iannetti,Anna Rita,26/08/1953,Brittoli,61
042010,Castelfidardo,Mangialardi,Maurizio,17/11/1964,Ancona,2843
042010,Castelfidardo,Mercorelli,Gian-Mario,06/02/1973,Macerata,1109
042010,Castelfidardo,Mancini,Roberto,,,114
042010,Castelfidardo,Pasquinelli,Fabio,10/01/1981,Osimo,145
042010,Castelfidardo,Acquaroli,Francesco,25/09/1974,Macerata,4016
042011,Castelleone di Suasa,Banzato,Sabrina Paola,21/02/1964,Castellanza,7
042011,Castelleone di Suasa,Iannetti,Anna Rita,26/08/1953,Brittoli,3
042011,Castelleone di Suasa,Mangialardi,Maurizio,17/11/1964,Ancona,370
042011,Castelleone di Suasa,Mercorelli,Gian-Mario,06/02/1973,Macerata,56
042011,Castelleone di Suasa,Mancini,Roberto,,,12
042011,Castelleone di Suasa,Pasquinelli,Fabio,10/01/1981,Osimo,11
042011,Castelleone di Suasa,Acquaroli,Francesco,25/09/1974,Macerata,409
042012,Castelplanio,Banzato,Sabrina Paola,21/02/1964,Castellanza,6
042012,Castelplanio,Iannetti,Anna Rita,26/08/1953,Brittoli,7
042012,Castelplanio,Mangialardi,Maurizio,17/11/1964,Ancona,760
042012,Castelplanio,Mercorelli,Gian-Mario,06/02/1973,Macerata,163
042012,Castelplanio,Mancini,Roberto,,,40
042012,Castelplanio,Pasquinelli,Fabio,10/01/1981,Osimo,28
042012,Castelplanio,Acquaroli,Francesco,25/09/1974,Macerata,627
042013,Cerreto d'Esi,Banzato,Sabrina Paola,21/02/1964,Castellanza,11
042013,Cerreto d'Esi,Iannetti,Anna Rita,26/08/1953,Brittoli,11
042013,Cerreto d'Esi,Mangialardi,Maurizio,17/11/1964,Ancona,671
042013,Cerreto d'Esi,Mercorelli,Gian-Mario,06/02/1973,Macerata,206
042013,Cerreto d'Esi,Mancini,Roberto,,,24
042013,Cerreto d'Esi,Pasquinelli,Fabio,10/01/1981,Osimo,47
042013,Cerreto d'Esi,Acquaroli,Francesco,25/09/1974,Macerata,772
042014,Chiaravalle,Banzato,Sabrina Paola,21/02/1964,Castellanza,33
042014,Chiaravalle,Iannetti,Anna Rita,26/08/1953,Brittoli,43
042014,Chiaravalle,Mangialardi,Maurizio,17/11/1964,Ancona,3554
042014,Chiaravalle,Mercorelli,Gian-Mario,06/02/1973,Macerata,656
042014,Chiaravalle,Mancini,Roberto,,,244
042014,Chiaravalle,Pasquinelli,Fabio,10/01/1981,Osimo,117
042014,Chiaravalle,Acquaroli,Francesco,25/09/1974,Macerata,2546
042015,Corinaldo,Banzato,Sabrina Paola,21/02/1964,Castellanza,15
042015,Corinaldo,Iannetti,Anna Rita,26/08/1953,Brittoli,7
042015,Corinaldo,Mangialardi,Maurizio,17/11/1964,Ancona,1023
042015,Corinaldo,Mercorelli,Gian-Mario,06/02/1973,Macerata,167
042015,Corinaldo,Mancini,Roberto,,,79
042015,Corinaldo,Pasquinelli,Fabio,10/01/1981,Osimo,46
042015,Corinaldo,Acquaroli,Francesco,25/09/1974,Macerata,1237
042016,Cupramontana,Banzato,Sabrina Paola,21/02/1964,Castellanza,13
042016,Cupramontana,Iannetti,Anna Rita,26/08/1953,Brittoli,19
042016,Cupramontana,Mangialardi,Maurizio,17/11/1964,Ancona,893
042016,Cupramontana,Mercorelli,Gian-Mario,06/02/1973,Macerata,219
042016,Cupramontana,Mancini,Roberto,,,40
042016,Cupramontana,Pasquinelli,Fabio,10/01/1981,Osimo,66
